model,scenario,region,variable,unit,2025,2030,2035,2040,2045,2050
Aladin v1,ExPol,Deutschland,Sales|Transportation|Truck|PHEV|Tractor Truck,million,0.0,0.0,0.0,0.0,0.0,0.0
Aladin v1,ExPol,Deutschland,Sales|Transportation|Truck|PHEV|Truck (0-3.5t),million,0.031767220998841,0.010873508037458,0.001533463597041,0.000212953451655981,0.000101894949171479,0.000107299196642283
Aladin v1,ExPol,Deutschland,Sales|Transportation|Truck|PHEV|Truck (12t),million,0.001388450104594,0.0009089357328380521,0.000286308104005832,7.688229449767931e-05,3.3677653789567e-05,4.87925898965108e-06
Aladin v1,ExPol,Deutschland,Sales|Transportation|Truck|PHEV|Truck (12t+),million,0.0,0.0,0.0,0.0,0.0,0.0
Aladin v1,ExPol,Deutschland,Sales|Transportation|Truck|PHEV|Truck (7.5t),million,0.002619858698257,0.000996300759812056,0.000140788704988048,2.91768965246779e-05,5.4252550914521e-06,4.73879486745864e-06
Aladin v1,ExPol,Deutschland,Sales|Transportation|Truck|Tractor Truck,million,0.03855189743,0.04015439627,0.04111516716999999,0.039641742329999,0.03812111659999901,0.037535330439999
Aladin v1,ExPol,Deutschland,Sales|Transportation|Truck|Truck (0-3.5t),million,0.416668041199999,0.4250734545,0.429802542200006,0.431062534000018,0.45577343180002,0.512135513200014
Aladin v1,ExPol,Deutschland,Sales|Transportation|Truck|Truck (12t),million,0.007634873508000001,0.009089115681999,0.008901567038999001,0.009271559571999,0.009590198284999001,0.009877493810999
Aladin v1,ExPol,Deutschland,Sales|Transportation|Truck|Truck (12t+),million,0.02631999627,0.027536595959999,0.02936779539,0.028397731589999,0.028052562019999,0.027573447539999
Aladin v1,ExPol,Deutschland,Sales|Transportation|Truck|Truck (7.5t),million,0.01631891566,0.01778804465,0.01966867685,0.020271405869999,0.02038687683,0.02061892199
Aladin v1,ExPol,Deutschland,Stock|Transportation|LDV,million,44.91185038,45.0390427699999,43.71612225,42.333862,41.812628,42.351969
Aladin v1,ExPol,Deutschland,Stock|Transportation|LDV|BEV,million,2.317625,9.214249,18.508848,27.484635,34.281907,38.763077
Aladin v1,ExPol,Deutschland,Stock|Transportation|LDV|BEV|Compact Car,million,0.7868149999999999,2.241011,4.993055,7.658489,9.445392,10.33214
Aladin v1,ExPol,Deutschland,Stock|Transportation|LDV|BEV|Large Car and SUV,million,0.210533,1.315418,2.798066,4.084865,4.811543,5.151317
Aladin v1,ExPol,Deutschland,Stock|Transportation|LDV|BEV|Midsize Car,million,1.320277,5.65782,10.717727,15.741281,20.024972,23.27962
Aladin v1,ExPol,Deutschland,Stock|Transportation|LDV|Compact Car,million,12.48886175,12.5242296,12.15633958,11.77197,11.627035,11.777017
Aladin v1,ExPol,Deutschland,Stock|Transportation|LDV|FCEV,million,0.0,0.0,0.0,0.0,0.0,0.0
Aladin v1,ExPol,Deutschland,Stock|Transportation|LDV|FCEV|Compact Car,million,0.0,0.0,0.0,0.0,0.0,0.0
Aladin v1,ExPol,Deutschland,Stock|Transportation|LDV|FCEV|Large Car and SUV,million,0.0,0.0,0.0,0.0,0.0,0.0
Aladin v1,ExPol,Deutschland,Stock|Transportation|LDV|FCEV|Midsize Car,million,0.0,0.0,0.0,0.0,0.0,0.0
Aladin v1,ExPol,Deutschland,Stock|Transportation|LDV|ICE,million,41.32375038,32.64074877,19.19824625,8.103414,2.196535,0.379204
Aladin v1,ExPol,Deutschland,Stock|Transportation|LDV|ICE|Compact Car,million,11.61839075,10.0536926,6.54218858,3.15048,1.030871,0.235153
Aladin v1,ExPol,Deutschland,Stock|Transportation|LDV|ICE|Large Car and SUV,million,5.11346893,3.93993271,2.33129757,0.986135,0.281711,0.048072
Aladin v1,ExPol,Deutschland,Stock|Transportation|LDV|ICE|Midsize Car,million,24.5918907,18.64712346,10.3247600999999,3.966799,0.883953,0.095979
Aladin v1,ExPol,Deutschland,Stock|Transportation|LDV|Large Car and SUV,million,5.52392292999999,5.53956271,5.37684857,5.20684,5.142725,5.209063
Aladin v1,ExPol,Deutschland,Stock|Transportation|LDV|Midsize Car,million,26.8990656999999,26.97525046,26.1829341,25.355052,25.042868,25.365889
Aladin v1,ExPol,Deutschland,Stock|Transportation|LDV|PHEV,million,1.270475,3.184045,6.009028,6.745813,5.334186,3.209688
Aladin v1,ExPol,Deutschland,Stock|Transportation|LDV|PHEV|Compact Car,million,0.083656,0.229526,0.621096,0.963001,1.150772,1.209724
Aladin v1,ExPol,Deutschland,Stock|Transportation|LDV|PHEV|Large Car and SUV,million,0.199921,0.284212,0.247485,0.13584,0.049471,0.009674
Aladin v1,ExPol,Deutschland,Stock|Transportation|LDV|PHEV|Midsize Car,million,0.9868979999999999,2.670307,5.140447,5.646972,4.133943,1.99029
Aladin v1,ExPol,Deutschland,Stock|Transportation|Truck,million,3.51187692346101,3.99340753786302,4.16641726040097,4.246187375533,4.32095232481599,4.56869941304798
Aladin v1,ExPol,Deutschland,Stock|Transportation|Truck|BEV,million,0.17233371696553,1.69919322936858,3.35126728894873,4.04288457087159,4.2652759788341,4.50861302394028
Aladin v1,ExPol,Deutschland,Stock|Transportation|Truck|BEV|Tractor Truck,million,0.001027617448312,0.023357132788659,0.103191762173308,0.185495355779364,0.21818765437935,0.219327022209274
Aladin v1,ExPol,Deutschland,Stock|Transportation|Truck|BEV|Truck (0-3.5t),million,0.164642462652499,1.57888170141312,2.93506980102052,3.34393659543852,3.463055796433,3.7192349075449
Aladin v1,ExPol,Deutschland,Stock|Transportation|Truck|BEV|Truck (12t),million,0.0006659811498381711,0.011765042333001,0.043898737303264,0.07412042917058101,0.087321033886052,0.09389388349682701
Aladin v1,ExPol,Deutschland,Stock|Transportation|Truck|BEV|Truck (12t+),million,0.003231006708382,0.04602652096654301,0.14873994611982,0.239100664620665,0.262320119897962,0.233629035667387
Aladin v1,ExPol,Deutschland,Stock|Transportation|Truck|BEV|Truck (7.5t),million,0.002766649006497,0.039162831867254,0.120367042331817,0.200231525862452,0.23439137423773,0.242528175021898
Aladin v1,ExPol,Deutschland,Stock|Transportation|Truck|FCEV,million,0.0,4.4657506507733e-06,0.000172565268598052,0.000963777126857587,0.000495674043808527,0.000227767339518647
Aladin v1,ExPol,Deutschland,Stock|Transportation|Truck|FCEV|Tractor Truck,million,0.0,0.0,5.7692754795498e-06,0.000414517049484016,3.97029251257954e-05,1.7948170629317e-06
Aladin v1,ExPol,Deutschland,Stock|Transportation|Truck|FCEV|Truck (0-3.5t),million,0.0,0.0,4.156727504030181e-05,0.000218052135395702,0.000168743337585271,0.000122780161680758
Aladin v1,ExPol,Deutschland,Stock|Transportation|Truck|FCEV|Truck (12t),million,0.0,4.448825115244879e-06,6.819652611071761e-05,0.00014878292851869,0.000126885427127227,6.697480306929531e-05
Aladin v1,ExPol,Deutschland,Stock|Transportation|Truck|FCEV|Truck (12t+),million,0.0,0.0,3.92141371286719e-05,0.000129579654026629,9.445344360834262e-05,4.165881522719029e-06
Aladin v1,ExPol,Deutschland,Stock|Transportation|Truck|FCEV|Truck (7.5t),million,0.0,1.69255355284266e-08,1.78180548388115e-05,5.28453594325487e-05,6.588891036189081e-05,3.2051676182943e-05
Aladin v1,ExPol,Deutschland,Stock|Transportation|Truck|ICE,million,3.30706722383984,2.0931720556276,0.661135017810634,0.136877903098227,0.021983328187723,0.006543293248820001
Aladin v1,ExPol,Deutschland,Stock|Transportation|Truck|ICE|Tractor Truck,million,0.230628874053307,0.209034901703331,0.122022702267291,0.026128623032217,0.001934444609903,3.34892080080855e-05
Aladin v1,ExPol,Deutschland,Stock|Transportation|Truck|ICE|Truck (0-3.5t),million,2.57156006050109,1.47558004615529,0.314282677394677,0.04009150257195,0.004803088261307,0.00206433105161
Aladin v1,ExPol,Deutschland,Stock|Transportation|Truck|ICE|Truck (12t),million,0.05972363291477201,0.052915712462009,0.032350743516817,0.011980835997412,0.003317507272458,0.00127098661541
Aladin v1,ExPol,Deutschland,Stock|Transportation|Truck|ICE|Truck (12t+),million,0.25617125331039,0.21797393925594,0.121929274729447,0.037913134069363,0.007531373900955001,0.001645714301499
Aladin v1,ExPol,Deutschland,Stock|Transportation|Truck|ICE|Truck (7.5t),million,0.188983403060279,0.13766745605102,0.07054961990240101,0.020763807427284,0.004396914143097,0.001528772072291
Aladin v1,ExPol,Deutschland,Stock|Transportation|Truck|Overhead Line,million,0.000309250649606329,0.004148995825524001,0.024615810137524,0.041275021294877,0.029059788863092,0.05183472259524401
Aladin v1,ExPol,Deutschland,Stock|Transportation|Truck|Overhead Line|BEV,million,3.5453412441459e-05,0.000283265393700422,0.0007421600557487041,0.000746600992604561,0.007704589681293001,0.03907109763350301
Aladin v1,ExPol,Deutschland,Stock|Transportation|Truck|Overhead Line|BEV|Tractor Truck,million,2.06338205921418e-06,7.70948278022944e-06,3.10750902042018e-05,2.94032315890257e-05,5.720737117406059e-06,5.74313770879295e-07
Aladin v1,ExPol,Deutschland,Stock|Transportation|Truck|Overhead Line|BEV|Truck (0-3.5t),million,0.0,0.0,0.0,0.0,0.0,0.0
Aladin v1,ExPol,Deutschland,Stock|Transportation|Truck|Overhead Line|BEV|Truck (12t),million,0.0,0.0,0.0,0.0,0.0,0.0
Aladin v1,ExPol,Deutschland,Stock|Transportation|Truck|Overhead Line|BEV|Truck (12t+),million,3.33900303822448e-05,0.000275555910920193,0.0007110849655445021,0.000717197761015535,0.007698868944176001,0.039070523319732
Aladin v1,ExPol,Deutschland,Stock|Transportation|Truck|Overhead Line|BEV|Truck (7.5t),million,0.0,0.0,0.0,0.0,0.0,0.0
Aladin v1,ExPol,Deutschland,Stock|Transportation|Truck|Overhead Line|ICE,million,0.00027379723716487,0.003865730431824,0.023873650081775,0.040528420302273,0.021355199181798,0.01276362496174
Aladin v1,ExPol,Deutschland,Stock|Transportation|Truck|Overhead Line|ICE|Tractor Truck,million,0.000175098646320074,0.002696451515228,0.018343812143715,0.030576794367344,0.013260325868502,0.007068312321883
Aladin v1,ExPol,Deutschland,Stock|Transportation|Truck|Overhead Line|ICE|Truck (0-3.5t),million,0.0,0.0,0.0,0.0,0.0,0.0
Aladin v1,ExPol,Deutschland,Stock|Transportation|Truck|Overhead Line|ICE|Truck (12t),million,0.0,0.0,0.0,0.0,0.0,0.0
Aladin v1,ExPol,Deutschland,Stock|Transportation|Truck|Overhead Line|ICE|Truck (12t+),million,9.869859084479591e-05,0.001169278916595,0.005529837938059,0.009951625934929001,0.008094873313296001,0.005695312639856001
Aladin v1,ExPol,Deutschland,Stock|Transportation|Truck|Overhead Line|ICE|Truck (7.5t),million,0.0,0.0,0.0,0.0,0.0,0.0
Aladin v1,ExPol,Deutschland,Stock|Transportation|Truck|PHEV,million,0.032166732006038,0.19688879129066,0.129226578235482,0.024186103141446,0.004137554887269,0.001480605924113
Aladin v1,ExPol,Deutschland,Stock|Transportation|Truck|PHEV|Tractor Truck,million,0.0,0.0,0.0,0.0,0.0,0.0
Aladin v1,ExPol,Deutschland,Stock|Transportation|Truck|PHEV|Truck (0-3.5t),million,0.027610776046425,0.173546692631597,0.101527140809731,0.013498283854126,0.001914386868097,0.000849994541793634
Aladin v1,ExPol,Deutschland,Stock|Transportation|Truck|PHEV|Truck (12t),million,0.001657766476389,0.008862757412874001,0.010484265644807,0.004169939976487001,0.001185681250361,0.000415410732693064
Aladin v1,ExPol,Deutschland,Stock|Transportation|Truck|PHEV|Truck (12t+),million,0.0,0.0,0.0,0.0,0.0,0.0
Aladin v1,ExPol,Deutschland,Stock|Transportation|Truck|PHEV|Truck (7.5t),million,0.002898189483223,0.014479341246189,0.017215171780943,0.006517879310832001,0.00103748676881,0.000215200649626791
Aladin v1,ExPol,Deutschland,Stock|Transportation|Truck|Tractor Truck,million,0.231833653529999,0.23509619549,0.243595120949999,0.242644693459999,0.233427848519999,0.22643119287
Aladin v1,ExPol,Deutschland,Stock|Transportation|Truck|Truck (0-3.5t),million,2.76381329920001,3.22800844020002,3.35092118649997,3.397744434,3.4699420149,3.72227201329998
Aladin v1,ExPol,Deutschland,Stock|Transportation|Truck|Truck (12t),million,0.062047380541,0.073547961033,0.08680194299099901,0.090419988072999,0.09195110783599901,0.095647255647999
Aladin v1,ExPol,Deutschland,Stock|Transportation|Truck|Truck (12t+),million,0.259534348639999,0.26544529505,0.27694935789,0.287812202039999,0.285739689499999,0.280044751809999
Aladin v1,ExPol,Deutschland,Stock|Transportation|Truck|Truck (7.5t),million,0.194648241549999,0.191309646089999,0.20814965207,0.22756605796,0.239891664059999,0.24430419942
Aladin v1,KN2045_Elek,Deutschland,Capital Cost|Annualized|Energy Demand|Transportation|LDV,billion EUR2020/yr,87.3245301934088,94.0886198505731,96.7833520856911,97.0524354001368,95.5727294797558,96.1538493347916
Aladin v1,KN2045_Elek,Deutschland,Capital Cost|Annualized|Energy Demand|Transportation|Rail and Bus,billion EUR2020/yr,5.65248618165543,6.57509840454389,7.38443737728513,7.54171150844222,7.49899444701853,7.30512037633395
Aladin v1,KN2045_Elek,Deutschland,Capital Cost|Annualized|Energy Demand|Transportation|Truck,billion EUR2020/yr,26.6024379385252,33.3951138990115,36.6714278854836,38.3946362766111,38.661546717438,40.4781113920174
Aladin v1,KN2045_Elek,Deutschland,Capital Cost|Annualized|Infrastructure|Transportation|Charge and Fuel|LDV and Truck,billion EUR2020/yr,0.625165270862655,2.21957857653239,4.58483853538225,6.54483743675174,7.5856193332187,8.00876613256707
Aladin v1,KN2045_Elek,Deutschland,Capital Cost|Annualized|Infrastructure|Transportation|Charge and Fuel|Rail and Bus,billion EUR2020/yr,0.250077575488863,0.361142627013753,0.456716087783075,0.5177501621829921,0.5781534589989851,0.605140201114444
Aladin v1,KN2045_Elek,Deutschland,Capital Cost|Annualized|Transportation,billion EUR2020/yr,120.4546971599409,136.6395533576746,145.8807719716252,150.0513707841249,149.89704343643,152.5509874368244
Aladin v1,KN2045_Elek,Deutschland,Emissions|CO2|Energy|Demand|Bunkers,Mt CO2/yr,43.7631287963457,44.5906257839178,36.2815107311988,24.9986108430555,0.9964646409363451,1.05512814366672
Aladin v1,KN2045_Elek,Deutschland,Emissions|CO2|Energy|Demand|Bunkers|Aviation,Mt CO2/yr,31.5537018256454,32.5003001680952,26.3950475474418,18.1966301572266,0.7143124880024381,0.735347552250726
Aladin v1,KN2045_Elek,Deutschland,Emissions|CO2|Energy|Demand|Bunkers|Navigation,Mt CO2/yr,12.2094269707003,12.0903256158225,9.88646318375702,6.80198068582892,0.282152152933907,0.319780591416
Aladin v1,KN2045_Elek,Deutschland,Emissions|CO2|Energy|Demand|Transportation,Mt CO2/yr,128.429639404113,88.1304902101249,39.941434820081,10.9680490577854,0.235834418080185,0.067934499318232
Aladin v1,KN2045_Elek,Deutschland,Emissions|CO2|Energy|Demand|Transportation|Bus,Mt CO2/yr,2.19556460468517,1.44633689352337,0.8793578786990831,0.387357503206665,0.0,0.0
Aladin v1,KN2045_Elek,Deutschland,Emissions|CO2|Energy|Demand|Transportation|Domestic Aviation,Mt CO2/yr,2.39116877346544,2.24590028079568,1.60147677179977,0.8386350313586061,0.024731604074748,0.012469655321707
Aladin v1,KN2045_Elek,Deutschland,Emissions|CO2|Energy|Demand|Transportation|Domestic Navigation,Mt CO2/yr,1.06235822033162,1.02819597204919,0.772299577586249,0.49600066169115,0.01993731894,0.02085237
Aladin v1,KN2045_Elek,Deutschland,Emissions|CO2|Energy|Demand|Transportation|LDV,Mt CO2/yr,80.3945970984622,54.1513331665802,24.0610687638487,6.32255641522407,0.109387195464401,0.011845942393406
Aladin v1,KN2045_Elek,Deutschland,Emissions|CO2|Energy|Demand|Transportation|Rail,Mt CO2/yr,0.652430148039102,0.5191665701952091,0.312244163979863,0.108967555508724,0.0,0.0
Aladin v1,KN2045_Elek,Deutschland,Emissions|CO2|Energy|Demand|Transportation|Truck,Mt CO2/yr,41.7335205591294,28.7395573269812,12.3149876641673,2.81453189079623,0.08177829960103601,0.022766531603118
Aladin v1,KN2045_Elek,Deutschland,Energy Service|Transportation|Freight|Domestic Navigation,bn tkm/yr,60.99755859375,57.6135559082031,54.3339538574218,55.1917572021484,55.9625701904296,55.7999687194824
Aladin v1,KN2045_Elek,Deutschland,Energy Service|Transportation|Freight|Rail,bn tkm/yr,193.670593261718,187.919570922851,187.069641113281,197.547241210937,209.824111938476,215.365463256835
Aladin v1,KN2045_Elek,Deutschland,Energy Service|Transportation|Freight|Road,bn tkm/yr,498.725801467895,549.733567237854,575.320399284362,588.427669525146,599.998352050781,613.441877365112
Aladin v1,KN2045_Elek,Deutschland,Energy Service|Transportation|Passenger|Bicycling and Walking,bn pkm/yr,71.64042578125,82.50684765625,85.52164453125,87.440630859375,89.475693359375,92.396669921875
Aladin v1,KN2045_Elek,Deutschland,Energy Service|Transportation|Passenger|Rail,bn pkm/yr,147.668565387255,169.024003322564,174.137825267132,166.904516314022,160.116162679542,157.296361656814
Aladin v1,KN2045_Elek,Deutschland,Energy Service|Transportation|Passenger|Road|Bus,bn pkm/yr,40.348840862744,45.5049029274357,48.9566512953677,47.9848664984775,45.6249154454575,44.0456852181852
Aladin v1,KN2045_Elek,Deutschland,Energy Service|Transportation|Passenger|Road|LDV,bn pkm/yr,954.209020233154,943.464357971191,928.143854614257,929.673922729492,933.61475402832,937.383439697265
Aladin v1,KN2045_Elek,Deutschland,Final Energy|Bunkers,TWh/yr,168.61975,179.2783793352139,181.9894629408014,183.169162871595,168.3192487263878,154.5788631429211
Aladin v1,KN2045_Elek,Deutschland,Final Energy|Bunkers|Aviation,TWh/yr,121.9304166666667,131.1261936209281,133.04037026223,134.33141810969,121.5116389049594,108.9558831429211
Aladin v1,KN2045_Elek,Deutschland,Final Energy|Bunkers|Aviation|Hydrogen,TWh/yr,0.0,0.0,0.0,0.0,0.0,0.0
Aladin v1,KN2045_Elek,Deutschland,Final Energy|Bunkers|Aviation|Liquids,TWh/yr,121.9304166666667,130.7966729561419,132.0452481277664,131.9912168474339,118.5008155398483,104.9117662858422
Aladin v1,KN2045_Elek,Deutschland,Final Energy|Bunkers|Aviation|Liquids|Biomass,TWh/yr,2.410793078961667,6.602512983047749,19.80678721916494,31.67789204338417,50.95535068213472,52.45588314292111
Aladin v1,KN2045_Elek,Deutschland,Final Energy|Bunkers|Aviation|Liquids|Efuel,TWh/yr,0.0,1.307966729561419,13.20452481277664,32.99780421185833,67.54546485771333,52.45588314292111
Aladin v1,KN2045_Elek,Deutschland,Final Energy|Bunkers|Aviation|Liquids|Petroleum,TWh/yr,119.519623587705,122.8861932435328,99.03393609582471,67.3155205921911,0.0,0.0
Aladin v1,KN2045_Elek,Deutschland,Final Energy|Bunkers|Aviation|Liquids|Synthetic Fossil,TWh/yr,0.0,0.0,0.0,0.0,0.0,0.0
Aladin v1,KN2045_Elek,Deutschland,Final Energy|Bunkers|Hydrogen,TWh/yr,0.0,0.0,0.0,0.0,0.0,0.0
Aladin v1,KN2045_Elek,Deutschland,Final Energy|Bunkers|Liquids,TWh/yr,168.61975,178.9488586704278,180.9943408063378,180.8289616093386,165.3084253612769,150.5347462858422
Aladin v1,KN2045_Elek,Deutschland,Final Energy|Bunkers|Liquids|Biomass,TWh/yr,3.333928788151,9.033197373982556,27.14915112095067,43.39895078624111,71.08262290534888,75.2673731429211
Aladin v1,KN2045_Elek,Deutschland,Final Energy|Bunkers|Liquids|Efuel,TWh/yr,0.0,1.789488586704278,18.09943408063377,45.20724040233445,94.22580245592776,75.2673731429211
Aladin v1,KN2045_Elek,Deutschland,Final Energy|Bunkers|Liquids|Petroleum,TWh/yr,165.2858212118489,168.1261727097411,135.7457556047533,92.22277042076277,0.0,0.0
Aladin v1,KN2045_Elek,Deutschland,Final Energy|Bunkers|Liquids|Synthetic Fossil,TWh/yr,0.0,0.0,0.0,0.0,0.0,0.0
Aladin v1,KN2045_Elek,Deutschland,Final Energy|Bunkers|Navigation,TWh/yr,46.68933333333334,48.15218571428555,48.94909267857139,48.83774476190472,46.80760982142834,45.62298
Aladin v1,KN2045_Elek,Deutschland,Final Energy|Bunkers|Navigation|Gases,TWh/yr,0.0,0.0,0.0,0.0,0.0,0.0
Aladin v1,KN2045_Elek,Deutschland,Final Energy|Bunkers|Navigation|Hydrogen,TWh/yr,0.0,0.0,0.0,0.0,0.0,0.0
Aladin v1,KN2045_Elek,Deutschland,Final Energy|Bunkers|Navigation|Liquids,TWh/yr,46.68933333333334,48.15218571428555,48.94909267857139,48.83774476190472,46.80760982142834,45.62298
Aladin v1,KN2045_Elek,Deutschland,Final Energy|Bunkers|Navigation|Liquids|Biomass,TWh/yr,0.9231357091893333,2.4306843909348,7.342363901785695,11.72105874285714,20.12727222321428,22.81149
Aladin v1,KN2045_Elek,Deutschland,Final Energy|Bunkers|Navigation|Liquids|Efuel,TWh/yr,0.0,0.4815218571428556,4.894909267857139,12.20943619047619,26.68033759821428,22.81149
Aladin v1,KN2045_Elek,Deutschland,Final Energy|Bunkers|Navigation|Liquids|Petroleum,TWh/yr,45.76619762414389,45.23997946620806,36.71181950892833,24.90724982857142,0.0,0.0
Aladin v1,KN2045_Elek,Deutschland,Final Energy|Bunkers|Navigation|Liquids|Synthetic Fossil,TWh/yr,0.0,0.0,0.0,0.0,0.0,0.0
Aladin v1,KN2045_Elek,Deutschland,Final Energy|Transportation,TWh/yr,549.2175134734583,451.8319725999861,329.8527583293417,246.6002472895194,208.1225940570528,198.7029160465322
Aladin v1,KN2045_Elek,Deutschland,Final Energy|Transportation|Bus,TWh/yr,10.25804062499997,8.8407,7.494802989130416,6.281203804347806,4.471691304347805,3.948833333333333
Aladin v1,KN2045_Elek,Deutschland,Final Energy|Transportation|Bus|Electricity,TWh/yr,1.465434375,2.946899999999972,3.406728631422916,3.768722282608695,4.471691304347805,3.948833333333333
Aladin v1,KN2045_Elek,Deutschland,Final Energy|Transportation|Bus|Gases,TWh/yr,0.0,0.0,0.0,0.0,0.0,0.0
Aladin v1,KN2045_Elek,Deutschland,Final Energy|Transportation|Bus|Hydrogen,TWh/yr,0.0,0.0,0.0,0.0,0.0,0.0
Aladin v1,KN2045_Elek,Deutschland,Final Energy|Transportation|Bus|Liquids,TWh/yr,8.792606249999972,5.893799999999971,4.0880743577075,2.512481521739128,0.0,0.0
Aladin v1,KN2045_Elek,Deutschland,Final Energy|Transportation|Bus|Liquids|Biomass,TWh/yr,0.5847083156249971,0.4302473999999972,0.4006312870553333,0.4547591554347805,0.0,0.0
Aladin v1,KN2045_Elek,Deutschland,Final Energy|Transportation|Bus|Liquids|Efuel,TWh/yr,0.0,0.05893799999999972,0.40880743577075,0.6281203804347805,0.0,0.0
Aladin v1,KN2045_Elek,Deutschland,Final Energy|Transportation|Bus|Liquids|Petroleum,TWh/yr,8.207897934374971,5.404614599999999,3.278635634881417,1.429601985869564,0.0,0.0
Aladin v1,KN2045_Elek,Deutschland,Final Energy|Transportation|Bus|Liquids|Synthetic Fossil,TWh/yr,0.0,0.0,0.0,0.0,0.0,0.0
Aladin v1,KN2045_Elek,Deutschland,Final Energy|Transportation|Domestic Aviation,TWh/yr,9.239999999999974,9.276428571428555,8.718540298977056,7.720895174365944,6.1542713483745,4.44760290821625
Aladin v1,KN2045_Elek,Deutschland,Final Energy|Transportation|Domestic Aviation|Electricity,TWh/yr,0.0,0.2378571428571428,0.7069086728900306,1.637765643047322,2.051423782791503,2.668561744929753
Aladin v1,KN2045_Elek,Deutschland,Final Energy|Transportation|Domestic Aviation|Gases,TWh/yr,0.0,0.0,0.0,0.0,0.0,0.0
Aladin v1,KN2045_Elek,Deutschland,Final Energy|Transportation|Domestic Aviation|Hydrogen,TWh/yr,0.0,0.0,0.0,0.0,0.0,0.0
Aladin v1,KN2045_Elek,Deutschland,Final Energy|Transportation|Domestic Aviation|Liquids,TWh/yr,9.239999999999974,9.038571428571416,8.011631626087027,6.083129531318611,4.102847565583,1.7790411632865
Aladin v1,KN2045_Elek,Deutschland,Final Energy|Transportation|Domestic Aviation|Liquids|Biomass,TWh/yr,0.18269213424,0.45625996332,1.201744743913056,1.459951087516469,1.764224453200692,0.88952058164325
Aladin v1,KN2045_Elek,Deutschland,Final Energy|Transportation|Domestic Aviation|Liquids|Efuel,TWh/yr,0.0,0.09038571428571417,0.8011631626087027,1.520782382829656,2.338623112382314,0.88952058164325
Aladin v1,KN2045_Elek,Deutschland,Final Energy|Transportation|Domestic Aviation|Liquids|Petroleum,TWh/yr,9.057307865759999,8.491925750965695,6.008723719565277,3.1023960609725,0.0,0.0
Aladin v1,KN2045_Elek,Deutschland,Final Energy|Transportation|Domestic Aviation|Liquids|Synthetic Fossil,TWh/yr,0.0,0.0,0.0,0.0,0.0,0.0
Aladin v1,KN2045_Elek,Deutschland,Final Energy|Transportation|Domestic Navigation,TWh/yr,4.0625,4.1475,3.924375,3.705625,3.49125,3.2375
Aladin v1,KN2045_Elek,Deutschland,Final Energy|Transportation|Domestic Navigation|Electricity,TWh/yr,0.0,0.0525,0.100625,0.144375,0.18375,0.2625
Aladin v1,KN2045_Elek,Deutschland,Final Energy|Transportation|Domestic Navigation|Gases,TWh/yr,0.0,0.0,0.0,0.0,0.0,0.0
Aladin v1,KN2045_Elek,Deutschland,Final Energy|Transportation|Domestic Navigation|Hydrogen,TWh/yr,0.0,0.0,0.0,0.0,0.0,0.0
Aladin v1,KN2045_Elek,Deutschland,Final Energy|Transportation|Domestic Navigation|Liquids,TWh/yr,4.0625,4.094999999999972,3.82375,3.56125,3.3075,2.975
Aladin v1,KN2045_Elek,Deutschland,Final Energy|Transportation|Domestic Navigation|Liquids|Biomass,TWh/yr,0.08032324625000001,0.20671237314,0.5735625,0.8546999999999999,1.422225,1.4875
Aladin v1,KN2045_Elek,Deutschland,Final Energy|Transportation|Domestic Navigation|Liquids|Efuel,TWh/yr,0.0,0.04095,0.382375,0.8903125,1.885274999999997,1.4875
Aladin v1,KN2045_Elek,Deutschland,Final Energy|Transportation|Domestic Navigation|Liquids|Petroleum,TWh/yr,3.98217675375,3.84733762686,2.8678125,1.8162375,0.0,0.0
Aladin v1,KN2045_Elek,Deutschland,Final Energy|Transportation|Domestic Navigation|Liquids|Synthetic Fossil,TWh/yr,0.0,0.0,0.0,0.0,0.0,0.0
Aladin v1,KN2045_Elek,Deutschland,Final Energy|Transportation|Electricity,TWh/yr,32.00562482935445,82.60153471886943,136.5938002258911,173.15119824226,187.6095368006042,191.5787757982511
Aladin v1,KN2045_Elek,Deutschland,Final Energy|Transportation|Gases,TWh/yr,14.75104022765992,29.71998368668722,19.10343177939961,4.739004756561861,0.697250379230211,0.118787178861317
Aladin v1,KN2045_Elek,Deutschland,Final Energy|Transportation|Gases|Biomass,TWh/yr,2.212656034148989,4.457997553003084,2.865514766909917,0.7108507134842778,0.1045875568845314,0.0178180768291975
Aladin v1,KN2045_Elek,Deutschland,Final Energy|Transportation|Gases|Efuel,TWh/yr,0.0,0.0,0.0,0.0,0.0,0.0
Aladin v1,KN2045_Elek,Deutschland,Final Energy|Transportation|Gases|Natural Gas,TWh/yr,12.53838419351092,25.26198613368427,16.23791701248967,4.028154043077583,0.5926628223456778,0.1009691020321192
Aladin v1,KN2045_Elek,Deutschland,Final Energy|Transportation|Hydrogen,TWh/yr,0.0,0.0008797450895280556,0.1175089594781244,0.2397888474432967,0.03786360386988083,0.009074279453348611
Aladin v1,KN2045_Elek,Deutschland,Final Energy|Transportation|LDV,TWh/yr,339.8210613461694,274.64049504851,194.26770931639,132.962733927,102.314099273,94.317762954
Aladin v1,KN2045_Elek,Deutschland,Final Energy|Transportation|LDV|Electricity,TWh/yr,17.93586787,51.29510601,79.119145564,90.48781356799999,93.09901112600001,93.36228412
